ret(t-2),ret(t-1),ret(t),norm,kk
20.5354,-4.70518,31.2455,78.4475,
-4.70518,31.2455,-21.5878,109.102,
31.2455,-21.5878,10.3631,109.102,
-21.5878,10.3631,14.6811,106.85,
10.3631,14.6811,-14.8584,105.53,
14.6811,-14.8584,-17.0831,56.8818,
-14.8584,-17.0831,3.55416,56.9832,
-17.0831,3.55416,-24.9657,54.5574,
3.55416,-24.9657,-0.337163,54.3216,
-24.9657,-0.337163,6.85871,46.6082,
-0.337163,6.85871,-22.1859,31.2012,
6.85871,-22.1859,-45.8204,101.597,
-22.1859,-45.8204,23.0762,75.2742,
-45.8204,23.0762,18.4598,73.5829,
23.0762,18.4598,26.0523,67.9224,
18.4598,26.0523,13.2484,72.9719,
26.0523,13.2484,-10.4435,70.6252,
13.2484,-10.4435,-14.7792,66.5189,
-10.4435,-14.7792,-20.9837,59.5083,
-14.7792,-20.9837,-15.4098,64.7109,
-20.9837,-15.4098,20.096,62.3024,
-15.4098,20.096,-13.4403,65.0788,
20.096,-13.4403,-6.33648,68.7102,
-13.4403,-6.33648,-11.1884,73.3346,
-6.33648,-11.1884,24.7322,51.8615,
-11.1884,24.7322,-11.6048,51.8055,
24.7322,-11.6048,5.62983,51.8055,
-11.6048,5.62983,0.357785,57.9788,
5.62983,0.357785,-25.7193,62.3321,
0.357785,-25.7193,-37.4198,62.3321,
-25.7193,-37.4198,-83.5237,62.3321,
-37.4198,-83.5237,9.04783,58.6051,
-83.5237,9.04783,-10.2661,57.7464,
9.04783,-10.2661,-117.036,57.7464,
-10.2661,-117.036,-26.8167,55.4601,
-117.036,-26.8167,92.1437,56.8954,
-26.8167,92.1437,-26.1553,57.3701,
92.1437,-26.1553,5.70083,54.2748,
-26.1553,5.70083,80.7803,44.9106,
5.70083,80.7803,19.2885,44.9137,
80.7803,19.2885,3.45087,47.7139,
19.2885,3.45087,40.5113,48.0136,
3.45087,40.5113,17.9528,48.0136,
40.5113,17.9528,-52.8086,44.4832,
17.9528,-52.8086,14.8195,43.5385,
-52.8086,14.8195,27.771,46.0109,
14.8195,27.771,53.8328,52.22,
27.771,53.8328,83.3707,46.0817,
53.8328,83.3707,34.3685,76.1676,
83.3707,34.3685,-34.3733,92.1616,
34.3685,-34.3733,0.684333,67.9841,
-34.3733,0.684333,-0.206,67.885,
0.684333,-0.206,-23.0784,86.0338,
-0.206,-23.0784,16.06,87.3996,
-23.0784,16.06,18.5872,88.3627,
16.06,18.5872,21.1317,85.8359,
18.5872,21.1317,-9.8077,114.208,
21.1317,-9.8077,-9.31386,111.39,
-9.8077,-9.31386,-15.0878,83.1398,
-9.31386,-15.0878,19.3594,83.4834,
-15.0878,19.3594,3.59164,84.6159,
19.3594,3.59164,10.4385,86.2804,
3.59164,10.4385,105.945,86.8354,
10.4385,105.945,11.2212,86.8354,
105.945,11.2212,-8.84753,86.8354,
11.2212,-8.84753,6.0515,81.0156,
-8.84753,6.0515,-33.7855,71.0683,
6.0515,-33.7855,-4.11333,74.3697,
-33.7855,-4.11333,5.57733,83.0615,
-4.11333,5.57733,24.1352,90.0639,
5.57733,24.1352,-28.8078,83.3711,
24.1352,-28.8078,-28.0132,97.9296,
-28.8078,-28.0132,-28.8963,96.6079,
-28.0132,-28.8963,-41.0205,96.6585,
-28.8963,-41.0205,8.618,98.2674,
-41.0205,8.618,-1.709,89.625,
8.618,-1.709,32.4209,99.9218,
-1.709,32.4209,-5.22222,145.168,
32.4209,-5.22222,13.1446,146.918,
-5.22222,13.1446,14.9418,136.687,
13.1446,14.9418,-41.6312,113.112,
14.9418,-41.6312,-10.5304,116.27,
-41.6312,-10.5304,19.4803,116.635,
-10.5304,19.4803,13.1647,115.089,
19.4803,13.1647,16.3888,115.089,
13.1647,16.3888,22.2827,116.494,
16.3888,22.2827,0.463989,111.311,
22.2827,0.463989,-10.5633,112.422,
0.463989,-10.5633,7.83332,118.577,
-10.5633,7.83332,-13.7497,104.688,
7.83332,-13.7497,11.7099,53.2824,
-13.7497,11.7099,38.3957,53.283,
11.7099,38.3957,22.0068,49.4672,
38.3957,22.0068,-0.217455,49.3673,
22.0068,-0.217455,-20.8925,60.9228,
-0.217455,-20.8925,-1.8025,69.6096,
-20.8925,-1.8025,18.4468,75.7957,
-1.8025,18.4468,2.88283,69.0896,
18.4468,2.88283,-4.72667,66.2208,
2.88283,-4.72667,49.973,66.332,
-4.72667,49.973,52.4123,66.332,
49.973,52.4123,16.3361,66.3741,
52.4123,16.3361,12.5683,52.5669,
16.3361,12.5683,-7.25143,53.0046,
12.5683,-7.25143,-17.9442,43.5632,
-7.25143,-17.9442,9.12245,43.5211,
-17.9442,9.12245,-19.0946,40.3922,
9.12245,-19.0946,-1.98626,44.9251,
-19.0946,-1.98626,26.697,33.9616,
-1.98626,26.697,2.17715,25.0834,
26.697,2.17715,22.3397,30.9953,
2.17715,22.3397,-5.24995,34.4941,
22.3397,-5.24995,-15.9011,34.4941,
-5.24995,-15.9011,-1.4115,31.5436,
-15.9011,-1.4115,2.38117,45.3018,
-1.4115,2.38117,14.8142,31.9001,
2.38117,14.8142,51.2622,38.5672,
14.8142,51.2622,20.7885,46.5131,
51.2622,20.7885,-12.0367,47.292,
20.7885,-12.0367,5.1391,65.401,
-12.0367,5.1391,-36.069,70.7765,
5.1391,-36.069,-79.092,64.2162,
-36.069,-79.092,29.8464,63.4573,
-79.092,29.8464,13.049,63.4573,
29.8464,13.049,-4.71496,62.0046,
13.049,-4.71496,10.6417,47.4158,
-4.71496,10.6417,-28.1713,35.0578,
10.6417,-28.1713,-26.0536,35.2942,
-28.1713,-26.0536,-9.03457,33.8031,
-26.0536,-9.03457,16.9046,27.4152,
-9.03457,16.9046,-14.9247,29.3971,
16.9046,-14.9247,13.4639,29.1607,
-14.9247,13.4639,14.0015,33.8127,
13.4639,14.0015,7.37,20.0013,
14.0015,7.37,-24.0959,36.4991,
7.37,-24.0959,-3.54545,33.4262,
-24.0959,-3.54545,2.20927,32.79,
-3.54545,2.20927,-25.8876,37.8043,
2.20927,-25.8876,-5.17017,40.9357,
-25.8876,-5.17017,4.74833,35.6867,
-5.17017,4.74833,11.1429,41.3931,
4.74833,11.1429,-1.10908,39.7465,
11.1429,-1.10908,-4.27297,78.4741,
-1.10908,-4.27297,10.6439,110.07,
-4.27297,10.6439,41.0499,110.978,
10.6439,41.0499,-1.53667,97.4045,
41.0499,-1.53667,-1.51018,99.6007,
-1.53667,-1.51018,-1.68435,90.3737,
-1.51018,-1.68435,0.721536,87.6821,
-1.68435,0.721536,0.993231,87.6821,
0.721536,0.993231,23.3431,52.8132,
0.993231,23.3431,17.7529,27.6367,
23.3431,17.7529,-29.8755,27.2268,
17.7529,-29.8755,-5.50479,25.2711,
-29.8755,-5.50479,-15.8389,42.467,
-5.50479,-15.8389,21.237,41.5288,
-15.8389,21.237,0.53001,40.7313,
21.237,0.53001,-13.0031,38.951,
0.53001,-13.0031,-12.281,42.4675,
-13.0031,-12.281,-8.74957,38.4372,
-12.281,-8.74957,19.7192,39.6402,
-8.74957,19.7192,-1.76956,36.1017,
19.7192,-1.76956,-7.62344,35.2249,
-1.76956,-7.62344,6.71847,33.1121,
-7.62344,6.71847,15.1835,34.2341,
6.71847,15.1835,0.320545,33.7623,
15.1835,0.320545,-0.157162,34.2397,
0.320545,-0.157162,1.79066,31.7906,
-0.157162,1.79066,-1.28432,31.7906,
1.79066,-1.28432,13.2775,34.3238,
-1.28432,13.2775,-10.3329,22.2064,
13.2775,-10.3329,-9.99514,23.2781,
-10.3329,-9.99514,-2.99447,30.4192,
-9.99514,-2.99447,-22.1436,34.772,
-2.99447,-22.1436,-13.3398,34.9426,
-22.1436,-13.3398,8.56677,27.1412,
-13.3398,8.56677,-13.147,24.8659,
8.56677,-13.147,-72.7891,24.6953,
-13.147,-72.7891,1.68911,24.6953,
-72.7891,1.68911,16.4137,24.6953,
1.68911,16.4137,21.7504,24.3956,
16.4137,21.7504,14.3276,28.4104,
21.7504,14.3276,-2.98869,23.322,
14.3276,-2.98869,28.9612,20.7601,
-2.98869,28.9612,12.8305,19.8438,
28.9612,12.8305,-6.72621,20.2243,
12.8305,-6.72621,1.15535,18.3206,
-6.72621,1.15535,4.47233,16.979,
1.15535,4.47233,-13.7858,12.4359,
4.47233,-13.7858,1.26967,12.2502,
-13.7858,1.26967,31.293,14.3414,
1.26967,31.293,-0.871057,20.2475,
31.293,-0.871057,6.43393,19.0838,
-0.871057,6.43393,-2.96797,19.1185,
6.43393,-2.96797,14.9134,19.1185,
-2.96797,14.9134,20.7338,19.1185,
14.9134,20.7338,2.27417,22.9095,
20.7338,2.27417,-1.36733,28.1579,
2.27417,-1.36733,-2.36575,27.9153,
-1.36733,-2.36575,-3.15909,27.5347,
-2.36575,-3.15909,20.7839,27.4893,
-3.15909,20.7839,-3.56395,24.1595,
20.7839,-3.56395,-9.17328,24.1595,
-3.56395,-9.17328,-11.9335,24.4441,
-9.17328,-11.9335,-6.37033,24.4441,
-11.9335,-6.37033,4.4025,20.8921,
-6.37033,4.4025,-2.28667,21.197,
4.4025,-2.28667,-3.08833,21.8222,
-2.28667,-3.08833,21.1238,21.32,
-3.08833,21.1238,17.4797,23.5933,
21.1238,17.4797,101.983,23.2013,
17.4797,101.983,78.0552,26.1585,
101.983,78.0552,14.2102,26.8112,
78.0552,14.2102,-21.2667,26.4316,
14.2102,-21.2667,-24.1632,16.3867,
-21.2667,-24.1632,27.363,23.4146,
-24.1632,27.363,3.98496,23.3277,
27.363,3.98496,24.4897,39.7937,
3.98496,24.4897,16.2415,42.8513,
24.4897,16.2415,-25.1982,42.2501,
16.2415,-25.1982,7.33117,42.2231,
-25.1982,7.33117,-15.647,42.1425,
7.33117,-15.647,32.6502,41.1852,
-15.647,32.6502,-6.61527,41.0495,
32.6502,-6.61527,-6.9949,41.2031,
-6.61527,-6.9949,19.5171,41.3992,
-6.9949,19.5171,-12.2378,41.3992,
19.5171,-12.2378,11.5374,32.1641,
-12.2378,11.5374,-32.1842,32.1641,
11.5374,-32.1842,-6.27756,36.1416,
-32.1842,-6.27756,-24.8915,36.1416,
-6.27756,-24.8915,-41.095,25.5529,
-24.8915,-41.095,21.1022,23.6764,
-41.095,21.1022,4.66317,21.295,
21.1022,4.66317,19.8372,21.2598,
4.66317,19.8372,-2.29683,19.4061,
19.8372,-2.29683,-3.07533,18.5155,
-2.29683,-3.07533,20.4578,26.1201,
-3.07533,20.4578,3.9185,26.5547,
20.4578,3.9185,-0.949387,38.2051,
3.9185,-0.949387,-14.6709,38.454,
-0.949387,-14.6709,-8.78767,33.4727,
-14.6709,-8.78767,12.4449,31.8165,
-8.78767,12.4449,4.56056,26.4911,
12.4449,4.56056,9.84686,17.9819,
4.56056,9.84686,7.05964,9.95601,
9.84686,7.05964,16.7422,19.6923,
7.05964,16.7422,1.6064,19.6923,
16.7422,1.6064,10.467,19.6163,
1.6064,10.467,-1.7914,22.5538,
10.467,-1.7914,-2.23088,24.8998,
-1.7914,-2.23088,-7.94872,24.9262,
-2.23088,-7.94872,8.43793,17.7828,
-7.94872,8.43793,1.5185,18.6123,
8.43793,1.5185,-11.2233,17.4664,
1.5185,-11.2233,25.4585,15.5637,
-11.2233,25.4585,30.4268,13.7507,
25.4585,30.4268,23.5402,7.54201,
30.4268,23.5402,22.7497,9.78351,
23.5402,22.7497,13.4208,8.41414,
22.7497,13.4208,-17.8042,8.41414,
13.4208,-17.8042,27.7073,13.7533,
-17.8042,27.7073,-3.17033,13.6094,
27.7073,-3.17033,12.1725,13.6094,
-3.17033,12.1725,-3.60408,12.8852,
12.1725,-3.60408,-7.39075,12.8852,
-3.60408,-7.39075,7.87007,13.7127,
-7.39075,7.87007,0.028927,13.6508,
7.87007,0.028927,-4.50133,15.0317,
0.028927,-4.50133,17.5757,12.2349,
-4.50133,17.5757,20.2684,8.04091,
17.5757,20.2684,-13.6508,8.54454,
20.2684,-13.6508,-1.88288,12.8668,
-13.6508,-1.88288,-24.2189,15.5567,
-1.88288,-24.2189,-22.7109,15.5567,
-24.2189,-22.7109,-7.47388,18.6225,
-22.7109,-7.47388,31.0618,15.9018,
-7.47388,31.0618,37.4185,8.21615,
31.0618,37.4185,19.9862,8.21615,
37.4185,19.9862,7.33733,8.10007,
19.9862,7.33733,4.5325,5.03427,
7.33733,4.5325,29.3633,5.31393,
4.5325,29.3633,20.3585,5.91571,
29.3633,20.3585,-39.049,5.91571,
20.3585,-39.049,16.6035,5.97591,
-39.049,16.6035,1.71733,6.02118,
16.6035,1.71733,6.48783,5.70146,
1.71733,6.48783,-0.955667,7.29159,
6.48783,-0.955667,7.27783,2.05895,
-0.955667,7.27783,49.9093,2.15804,
7.27783,49.9093,-24.03,2.1074,
49.9093,-24.03,5.3425,4.82151,
-24.03,5.3425,27.484,3.94077,
5.3425,27.484,21.7453,3.65829,
27.484,21.7453,17.9185,3.7484,
21.7453,17.9185,7.96864,3.84103,
17.9185,7.96864,-81.9248,5.3386,
7.96864,-81.9248,-5.90182,20.697,
-81.9248,-5.90182,-150.905,21.3517,
-5.90182,-150.905,-13.4608,21.3517,
-150.905,-13.4608,71.3225,21.3517,
-13.4608,71.3225,-55.6995,25.6751,
71.3225,-55.6995,-45.2817,25.6751,
-55.6995,-45.2817,15.7222,25.3047,
-45.2817,15.7222,27.7792,34.8806,
15.7222,27.7792,-53.0993,34.8304,
27.7792,-53.0993,-18.8625,39.2334,
-53.0993,-18.8625,-66.0365,38.5861,
-18.8625,-66.0365,-21.9878,41.4158,
-66.0365,-21.9878,27.7645,45.6288,
-21.9878,27.7645,24.169,40.184,
27.7645,24.169,13.5642,39.4691,
24.169,13.5642,-19.3302,36.2621,
13.5642,-19.3302,-56.712,78.3824,
-19.3302,-56.712,-15.3085,93.6933,
-56.712,-15.3085,5.07963,89.6498,
-15.3085,5.07963,11.2492,90.5652,
5.07963,11.2492,91.5212,89.4615,
11.2492,91.5212,9.22471,97.3424,
91.5212,9.22471,-17.2739,96.6061,
9.22471,-17.2739,-2.6105,112.81,
-17.2739,-2.6105,51.0272,133.827,
-2.6105,51.0272,12.2812,157.478,
51.0272,12.2812,-13.872,153.012,
12.2812,-13.872,-30.2542,149.523,
-13.872,-30.2542,21.0063,115.676,
-30.2542,21.0063,-47.3975,119.93,
21.0063,-47.3975,-26.0853,108.848,
-47.3975,-26.0853,-15.551,141.741,
-26.0853,-15.551,-12.5747,133.48,
-15.551,-12.5747,-62.2442,121.129,
-12.5747,-62.2442,-70.4972,119.241,
-62.2442,-70.4972,16.5565,117.718,
-70.4972,16.5565,41.4495,124.361,
16.5565,41.4495,23.9303,118.744,
41.4495,23.9303,-12.3053,123.674,
23.9303,-12.3053,20.2045,143.53,
-12.3053,20.2045,21.2475,154.113,
20.2045,21.2475,-0.641667,119.487,
21.2475,-0.641667,50.5956,140.23,
-0.641667,50.5956,15.3866,138.343,
50.5956,15.3866,-34.8325,118.915,
15.3866,-34.8325,-27.3697,114.168,
-34.8325,-27.3697,-13.3538,132.16,
-27.3697,-13.3538,1.81167,124.692,
-13.3538,1.81167,5.29267,128.008,
1.81167,5.29267,-7.1535,98.7215,
5.29267,-7.1535,-34.5588,70.9265,
-7.1535,-34.5588,-43.6353,50.6921,
-34.5588,-43.6353,-104.37,60.9958,
-43.6353,-104.37,-12.902,71.9026,
-104.37,-12.902,59.9415,71.9026,
-12.902,59.9415,-59.0153,73.6673,
59.9415,-59.0153,-48.0595,74.4787,
-59.0153,-48.0595,50.8988,82.1639,
-48.0595,50.8988,-39.6893,82.6412,
50.8988,-39.6893,-57.5672,82.6412,
-39.6893,-57.5672,-28.1457,70.6187,
-57.5672,-28.1457,-75.0925,88.1742,
-28.1457,-75.0925,27.291,99.1976,
-75.0925,27.291,99.9013,93.4413,
27.291,99.9013,-27.6168,107.554,
99.9013,-27.6168,87.4568,107.554,
-27.6168,87.4568,25.2902,105.949,
87.4568,25.2902,-73.7965,112.703,
25.2902,-73.7965,-54.9137,155.575,
-73.7965,-54.9137,-85.2972,162.24,
-54.9137,-85.2972,-80.4912,164.375,
-85.2972,-80.4912,57.6247,151.11,
-80.4912,57.6247,-20.7525,172.656,
57.6247,-20.7525,-51.306,194.395,
-20.7525,-51.306,23.3755,125.784,
-51.306,23.3755,95.3655,128.44,
23.3755,95.3655,47.3997,128.622,
95.3655,47.3997,-12.8608,168.713,
47.3997,-12.8608,52.7705,168.587,
-12.8608,52.7705,34.58,165.337,
52.7705,34.58,57.4008,132.504,
34.58,57.4008,-46.3103,129.999,
57.4008,-46.3103,7.893,146.127,
-46.3103,7.893,-19.7408,252.473,
7.893,-19.7408,-2.47467,211.324,
-19.7408,-2.47467,64.1955,223.842,
-2.47467,64.1955,34.3953,314.154,
64.1955,34.3953,52.5693,305.05,
34.3953,52.5693,-26.557,316.871,
52.5693,-26.557,-7.97285,368.731,
-26.557,-7.97285,19.6238,368.425,
-7.97285,19.6238,23.4417,378.734,
19.6238,23.4417,-19.5395,353.978,
23.4417,-19.5395,47.0468,362.87,
-19.5395,47.0468,14.9134,378.769,
47.0468,14.9134,-1.47507,372.308,
14.9134,-1.47507,-23.2907,356.538,
-1.47507,-23.2907,-40.9615,394.451,
-23.2907,-40.9615,-18.8648,363.926,
-40.9615,-18.8648,64.9408,280.941,
-18.8648,64.9408,59.1947,284.3,
64.9408,59.1947,22.478,311.935,
59.1947,22.478,-10.1443,277.982,
22.478,-10.1443,25.856,284.365,
-10.1443,25.856,-13.165,172.254,
25.856,-13.165,-16.7647,147.211,
-13.165,-16.7647,35.7932,153.186,
-16.7647,35.7932,36.33,131.966,
35.7932,36.33,7.67717,120.012,
36.33,7.67717,5.58283,132.254,
7.67717,5.58283,12.824,87.7343,
5.58283,12.824,-29.5933,87.7343,
12.824,-29.5933,-18.7597,87.7343,
-29.5933,-18.7597,-9.00232,110.907,
-18.7597,-9.00232,9.94525,85.1636,
-9.00232,9.94525,21.2244,85.0225,
9.94525,21.2244,-13.6039,92.4921,
21.2244,-13.6039,-51.8454,89.9405,
-13.6039,-51.8454,-9.94886,99.0921,
-51.8454,-9.94886,6.36986,100.218,
-9.94886,6.36986,-4.62164,88.5893,
6.36986,-4.62164,31.7656,99.4632,
-4.62164,31.7656,-30.5778,102.006,
31.7656,-30.5778,-32.8153,112.436,
-30.5778,-32.8153,19.3925,100.369,
-32.8153,19.3925,59.423,142.202,
19.3925,59.423,25.739,189.741,
59.423,25.739,16.3028,159.53,
25.739,16.3028,6.01242,146.926,
16.3028,6.01242,39.8094,149.204,
6.01242,39.8094,-11.482,120.311,
39.8094,-11.482,-9.267,147.37,
-11.482,-9.267,6.46983,162.626,
-9.267,6.46983,-37.6688,163.241,
6.46983,-37.6688,5.981,184.169,
-37.6688,5.981,-3.62533,150.649,
5.981,-3.62533,-26.6635,122.883,
-3.62533,-26.6635,-1.01367,115.4,
-26.6635,-1.01367,40.157,110.987,
-1.01367,40.157,-0.97372,133.92,
40.157,-0.97372,-26.2742,114.034,
-0.97372,-26.2742,-9.88491,115,
-26.2742,-9.88491,16.7268,132.258,
-9.88491,16.7268,8.09018,119.519,
16.7268,8.09018,-2.96429,97.4859,
8.09018,-2.96429,-15.0624,83.2988,
-2.96429,-15.0624,18.3695,75.12,
-15.0624,18.3695,26.1842,65.2621,
18.3695,26.1842,18.9747,64.8479,
26.1842,18.9747,-1.67109,64.8479,
18.9747,-1.67109,-16.8628,61.7784,
-1.67109,-16.8628,-9.93579,58.8621,
-16.8628,-9.93579,9.67895,58.8621,
-9.93579,9.67895,-109.8,58.8621,
9.67895,-109.8,-183.813,52.5893,
-109.8,-183.813,5.48933,44.4254,
-183.813,5.48933,49.9042,44.4254,
5.48933,49.9042,-43.6193,37.8189,
49.9042,-43.6193,-8.44767,37.8189,
-43.6193,-8.44767,-64.2318,30.5711,
-8.44767,-64.2318,-77.1501,21.6942,
-64.2318,-77.1501,-36.5198,26.9319,
-77.1501,-36.5198,69.1123,24.9448,
-36.5198,69.1123,71.842,24.9185,
69.1123,71.842,-0.312842,25.3669,
71.842,-0.312842,-66.4275,39.5975,
-0.312842,-66.4275,-29.7177,52.1237,
-66.4275,-29.7177,55.561,68.077,
-29.7177,55.561,-24.0876,77.0248,
55.561,-24.0876,84.4538,76.6953,
-24.0876,84.4538,17.859,162.524,
84.4538,17.859,0.253356,152.285,
17.859,0.253356,-21.6618,94.9878,
0.253356,-21.6618,-15.7656,83.9896,
-21.6618,-15.7656,9.50942,83.9896,
-15.7656,9.50942,15.5462,27.2544,
9.50942,15.5462,12.4725,61.1365,
15.5462,12.4725,-42.7043,64.7652,
12.4725,-42.7043,-27.5985,67.506,
-42.7043,-27.5985,12.8572,67.506,
-27.5985,12.8572,1.9946,84.6743,
12.8572,1.9946,-39.6388,83.9756,
1.9946,-39.6388,-31.4383,71.3157,
-39.6388,-31.4383,25.1522,83.6658,
-31.4383,25.1522,44.0705,98.7603,
25.1522,44.0705,-13.2518,105.505,
44.0705,-13.2518,21.14,117.679,
-13.2518,21.14,24.9783,99.2828,
21.14,24.9783,-28.6874,90.6395,
24.9783,-28.6874,-16.4071,79.9984,
-28.6874,-16.4071,-50.6655,79.9984,
-16.4071,-50.6655,-16.4113,79.9984,
-50.6655,-16.4113,-6.69461,79.9984,
-16.4113,-6.69461,-70.6503,95.4132,
-6.69461,-70.6503,-45.1935,95.2819,
-70.6503,-45.1935,-6.91467,120.857,
-45.1935,-6.91467,28.1542,120.857,
-6.91467,28.1542,-30.4154,108.335,
28.1542,-30.4154,-11.1656,108.335,
-30.4154,-11.1656,13.6473,82.1529,
-11.1656,13.6473,15.3333,85.0497,
13.6473,15.3333,17.7487,121.054,
15.3333,17.7487,27.8077,121.054,
17.7487,27.8077,8.13067,136.083,
27.8077,8.13067,3.417,116.619,
8.13067,3.417,107.228,119.624,
3.417,107.228,9.14,119.624,
107.228,9.14,6.04671,119.624,
9.14,6.04671,-17.149,106.203,
6.04671,-17.149,-13.5919,97.3587,
-17.149,-13.5919,22.4537,91.2127,
-13.5919,22.4537,-27.2558,107.858,
22.4537,-27.2558,-30.0508,107.746,
-27.2558,-30.0508,40.815,93.848,
-30.0508,40.815,37.2315,103.273,
40.815,37.2315,24.0636,103.273,
37.2315,24.0636,-89.7935,103.273,
24.0636,-89.7935,-65.3553,103.273,
-89.7935,-65.3553,12.8453,68.37,
-65.3553,12.8453,5.93617,65.4565,
12.8453,5.93617,-30.2457,65.2872,
5.93617,-30.2457,34.467,72.3948,
-30.2457,34.467,-6.29386,95.8336,
34.467,-6.29386,-1.24617,90.7297,
-6.29386,-1.24617,4.61057,82.7492,
-1.24617,4.61057,28.3654,86.0373,
4.61057,28.3654,46.5108,98.2755,
28.3654,46.5108,-20.6598,98.2755,
46.5108,-20.6598,15.7712,98.2755,
-20.6598,15.7712,-3.108,69.4972,
15.7712,-3.108,-25.1373,69.8637,
-3.108,-25.1373,-23.816,68.6825,
-25.1373,-23.816,-8.6916,73.8348,
-23.816,-8.6916,4.17027,72.6382,
-8.6916,4.17027,21.3015,74.8943,
4.17027,21.3015,-5.24323,31.11,
21.3015,-5.24323,16.9108,24.9151,
-5.24323,16.9108,12.0582,31.799,
16.9108,12.0582,-0.261074,27.0531,
12.0582,-0.261074,20.7998,33.156,
-0.261074,20.7998,22.7608,39.4838,
20.7998,22.7608,13.067,39.4838,
22.7608,13.067,40.6307,39.3917,
13.067,40.6307,16.8396,39.0249,
40.6307,16.8396,-35.5113,50.6519,
16.8396,-35.5113,-4.64864,50.7286,
-35.5113,-4.64864,2.07709,48.9246,
-4.64864,2.07709,33.0387,48.8228,
2.07709,33.0387,-16.5107,43.04,
33.0387,-16.5107,-52.2111,42.2483,
-16.5107,-52.2111,-3.199,42.1164,
-52.2111,-3.199,1.23909,44.1373,
-3.199,1.23909,-30.0024,50.0373,
1.23909,-30.0024,4.19803,50.3627,
-30.0024,4.19803,-124.549,42.5749,
4.19803,-124.549,3.528,45.6866,
-124.549,3.528,29.1493,45.6866,
3.528,29.1493,27.9962,49.309,
29.1493,27.9962,-1.9693,43.9435,
27.9962,-1.9693,-23.9353,66.5288,
-1.9693,-23.9353,-26.9334,62.2281,
-23.9353,-26.9334,-5.91887,48.6075,
-26.9334,-5.91887,-59.9723,46.4637,
-5.91887,-59.9723,-67.282,46.4637,
-59.9723,-67.282,-37.9522,50.4584,
-67.282,-37.9522,33.0298,118.233,
-37.9522,33.0298,11.7353,123.18,
33.0298,11.7353,-24.2312,119.691,
11.7353,-24.2312,-30.028,52.4093,
-24.2312,-30.028,17.5027,47.4629,
-30.028,17.5027,-45.7228,47.7633,
17.5027,-45.7228,-84.2468,52.369,
-45.7228,-84.2468,-5.078,52.2311,
-84.2468,-5.078,33.1333,46.1225,
-5.078,33.1333,-73.0585,70.1221,
33.1333,-73.0585,26.4128,100.078,
-73.0585,26.4128,36.38,104.841,
26.4128,36.38,74.5072,104.41,
36.38,74.5072,-27.8895,104.41,
74.5072,-27.8895,-36.8522,110.048,
-27.8895,-36.8522,10.5073,113.787,
-36.8522,10.5073,7.79433,114.757,
10.5073,7.79433,43.26,113.405,
7.79433,43.26,-25.4802,92.5905,
43.26,-25.4802,-7.88254,117.863,
-25.4802,-7.88254,8.19649,90.8042,
-7.88254,8.19649,-22.796,100.283,
8.19649,-22.796,-63.4459,116.059,
-22.796,-63.4459,-12.8695,96.0137,
-63.4459,-12.8695,17.5676,89.5713,
-12.8695,17.5676,-10.034,110.825,
17.5676,-10.034,55.8182,111.024,
-10.034,55.8182,-19.3876,111.024,
55.8182,-19.3876,-37.0152,86.1105,
-19.3876,-37.0152,-59.3747,120.083,
-37.0152,-59.3747,-92.8348,109.894,
-59.3747,-92.8348,-51.6247,111.35,
-92.8348,-51.6247,-93.7203,98.8772,
-51.6247,-93.7203,34.3017,99.6813,
-93.7203,34.3017,-1.66017,95.3881,
34.3017,-1.66017,-44.4384,97.6846,
-1.66017,-44.4384,-131.014,112.788,
-44.4384,-131.014,-26.7593,117.267,
-131.014,-26.7593,60.879,129.098,
-26.7593,60.879,-16.301,121.703,
60.879,-16.301,-59.784,104.444,
-16.301,-59.784,-13.3732,106.064,
-59.784,-13.3732,-58.3085,115.052,
-13.3732,-58.3085,45.4743,134.828,
-58.3085,45.4743,85.814,139.274,
45.4743,85.814,22.2735,177.817,
85.814,22.2735,-42.068,196.767,
22.2735,-42.068,-34.8405,187.405,
-42.068,-34.8405,-43.7867,242.814,
-34.8405,-43.7867,-43.6882,251.413,
-43.7867,-43.6882,-139.883,259.221,
-43.6882,-139.883,1.39,246.082,
-139.883,1.39,-24.969,253.195,
1.39,-24.969,-25.127,178.387,
-24.969,-25.127,-42.269,151.516,
-25.127,-42.269,220.723,151.516,
-42.269,220.723,83.5372,141.605,
220.723,83.5372,232.397,174.005,
83.5372,232.397,67.9025,174.005,
232.397,67.9025,9.48183,174.005,
67.9025,9.48183,-85.8963,151.755,
9.48183,-85.8963,67.426,149.34,
-85.8963,67.426,74.3872,153.786,
67.426,74.3872,8.90317,161.648,
74.3872,8.90317,86.5143,161.648,
8.90317,86.5143,-24.6458,131.469,
86.5143,-24.6458,-66.359,141.346,
-24.6458,-66.359,41.2992,144.162,
-66.359,41.2992,19.7453,267.004,
41.2992,19.7453,19.1097,205.479,
19.7453,19.1097,-12.3662,332.446,
19.1097,-12.3662,20.897,180.837,
-12.3662,20.897,62.9272,199.943,
20.897,62.9272,-57.5603,250.325,
62.9272,-57.5603,24.4205,276.796,
-57.5603,24.4205,23.6405,421.914,
24.4205,23.6405,-47.9325,399.751,
23.6405,-47.9325,-182.809,393.651,
-47.9325,-182.809,36.2118,393.651,
-182.809,36.2118,-36.5547,393.651,
36.2118,-36.5547,-35.1143,403.51,
-36.5547,-35.1143,62.2673,319.332,
