ret(t-2),ret(t-1),ret(t),norm,kk
-0.483,-12.7836,9.73123,37.6362,
-12.7836,9.73123,8.84075,37.2194,
9.73123,8.84075,-9.9745,27.0146,
8.84075,-9.9745,-125.165,24.803,
-9.9745,-125.165,11.6966,25.2886,
-125.165,11.6966,8.40906,23.1611,
11.6966,8.40906,-13.3527,21.4563,
8.40906,-13.3527,4.16152,13.7175,
-13.3527,4.16152,3.22232,13.6014,
4.16152,3.22232,15.6062,11.616,
3.22232,15.6062,10.1686,10.8204,
15.6062,10.1686,7.83403,10.6776,
10.1686,7.83403,-13.1257,11.1069,
7.83403,-13.1257,-2.32967,10.97,
-13.1257,-2.32967,-3.85616,15.8558,
-2.32967,-3.85616,70.9198,15.8558,
-3.85616,70.9198,60.0517,15.8558,
70.9198,60.0517,1.57232,15.3679,
60.0517,1.57232,16.2886,17.0909,
1.57232,16.2886,-19.1154,17.0319,
16.2886,-19.1154,4.10353,17.0319,
-19.1154,4.10353,-3.94054,17.0319,
4.10353,-3.94054,-4.40938,14.9193,
-3.94054,-4.40938,-10.432,20.7046,
-4.40938,-10.432,-14.2585,20.7046,
-10.432,-14.2585,26.7023,21.2539,
-14.2585,26.7023,5.57333,22.9737,
26.7023,5.57333,-2.66783,19.7796,
5.57333,-2.66783,20.3532,20.3494,
-2.66783,20.3532,-1.98048,20.3116,
20.3532,-1.98048,-9.61034,20.3116,
-1.98048,-9.61034,-7.27585,20.3116,
-9.61034,-7.27585,-3.66067,19.601,
-7.27585,-3.66067,9.73283,25.9192,
-3.66067,9.73283,-23.6555,25.0849,
9.73283,-23.6555,-10.717,25.0849,
-23.6555,-10.717,16.381,24.775,
-10.717,16.381,-10.555,20.8728,
16.381,-10.555,0.305333,24.7798,
-10.555,0.305333,-8.24083,23.2768,
0.305333,-8.24083,-3.35333,19.1694,
-8.24083,-3.35333,5.29317,15.3747,
-3.35333,5.29317,-5.43655,15.3771,
5.29317,-5.43655,-4.46431,14.0307,
-5.43655,-4.46431,-4.64138,13.9674,
-4.46431,-4.64138,-0.145387,14.2052,
-4.64138,-0.145387,10.7583,13.2479,
-0.145387,10.7583,-6.77333,14.0674,
10.7583,-6.77333,4.0544,19.3575,
-6.77333,4.0544,2.2081,13.22,
4.0544,2.2081,3.30771,7.04818,
2.2081,3.30771,-28.6514,6.84975,
3.30771,-28.6514,-46.5317,12.2079,
-28.6514,-46.5317,23.5742,12.2079,
-46.5317,23.5742,-14.4267,12.2079,
23.5742,-14.4267,6.80707,12.2079,
-14.4267,6.80707,-10.7659,13.0169,
6.80707,-10.7659,-131.537,13.0169,
-10.7659,-131.537,-68.7065,12.6395,
-131.537,-68.7065,-73.4372,17.0563,
-68.7065,-73.4372,-35.7217,10.3569,
-73.4372,-35.7217,19.0823,3.32766,
-35.7217,19.0823,-10.2695,2.3218,
19.0823,-10.2695,-149.973,2.52541,
-10.2695,-149.973,-34.8298,1.94597,
-149.973,-34.8298,-8.2095,43.0487,
-34.8298,-8.2095,-6.494,43.0487,
-8.2095,-6.494,7.98667,43.0487,
-6.494,7.98667,12.8477,43.0487,
7.98667,12.8477,38.4435,43.0487,
12.8477,38.4435,-106.472,46.1764,
38.4435,-106.472,-96.2508,59.7902,
-106.472,-96.2508,29.3127,59.7902,
-96.2508,29.3127,20.2027,63.7899,
29.3127,20.2027,44.7257,63.3739,
20.2027,44.7257,34.3293,63.3739,
44.7257,34.3293,6.2615,93.4819,
34.3293,6.2615,-20.4052,88.407,
6.2615,-20.4052,11.8095,88.3965,
-20.4052,11.8095,-9.4645,98.1797,
11.8095,-9.4645,-59.0063,95.8613,
-9.4645,-59.0063,29.7808,95.6467,
-59.0063,29.7808,24.886,95.8763,
29.7808,24.886,2.56084,68.9908,
24.886,2.56084,23.0723,72.9561,
2.56084,23.0723,2.64283,75.8401,
23.0723,2.64283,-26.1102,77.6315,
2.64283,-26.1102,6.42383,76.9059,
-26.1102,6.42383,3.0155,76.9059,
6.42383,3.0155,-20.5121,76.3348,
3.0155,-20.5121,10.8871,76.684,
-20.5121,10.8871,6.87944,80.9521,
10.8871,6.87944,0.729818,66.0086,
6.87944,0.729818,13.7538,63.2744,
0.729818,13.7538,-9.02073,63.2744,
13.7538,-9.02073,18.1671,62.2397,
-9.02073,18.1671,57.2638,62.2427,
18.1671,57.2638,-29.5378,62.3608,
57.2638,-29.5378,-39.463,69.7547,
-29.5378,-39.463,-30.06,124.578,
-39.463,-30.06,2.17629,137.885,
-30.06,2.17629,-12.0167,137.885,
2.17629,-12.0167,-117.796,152.119,
-12.0167,-117.796,-76.8437,119.613,
-117.796,-76.8437,-35.4533,98.2172,
-76.8437,-35.4533,17.3712,103.421,
-35.4533,17.3712,-18.457,93.9233,
17.3712,-18.457,20.7613,93.9233,
-18.457,20.7613,23.7248,93.9233,
20.7613,23.7248,7.49983,91.0401,
23.7248,7.49983,-17.5013,65.9284,
7.49983,-17.5013,22.4943,65.9284,
-17.5013,22.4943,3.68433,60.597,
22.4943,3.68433,-80.8618,60.597,
3.68433,-80.8618,122.706,60.4751,
-80.8618,122.706,219.189,60.15,
122.706,219.189,-10.0542,60.15,
219.189,-10.0542,1.249,58.1116,
-10.0542,1.249,-6.49483,61.2056,
1.249,-6.49483,-1.78576,80.9136,
-6.49483,-1.78576,-31.1292,81.2769,
-1.78576,-31.1292,-3.34667,32.6718,
-31.1292,-3.34667,16.9793,30.0845,
-3.34667,16.9793,-4.64068,26.8019,
16.9793,-4.64068,-18.6447,12.4989,
-4.64068,-18.6447,-1.80404,11.2918,
-18.6447,-1.80404,24.8191,12.3707,
-1.80404,24.8191,-10.4361,12.3707,
24.8191,-10.4361,9.17033,13.6913,
-10.4361,9.17033,-2.05133,16.2586,
9.17033,-2.05133,0.5395,24.0622,
-2.05133,0.5395,5.07283,20.3718,
0.5395,5.07283,22.5218,27.6354,
5.07283,22.5218,31.6118,27.6354,
22.5218,31.6118,-60.2248,38.9931,
31.6118,-60.2248,-32.8453,47.9584,
-60.2248,-32.8453,118.001,38.0697,
-32.8453,118.001,49.047,32.6394,
118.001,49.047,-5.37,32.6394,
49.047,-5.37,-6.4525,33.7715,
-5.37,-6.4525,0.559333,22.0738,
-6.4525,0.559333,-23.428,26.2839,
0.559333,-23.428,1.0955,24.797,
-23.428,1.0955,-3.3685,38.7646,
1.0955,-3.3685,-0.364833,38.7646,
-3.3685,-0.364833,-9.70017,40.945,
-0.364833,-9.70017,-9.6155,40.9606,
-9.70017,-9.6155,-18.69,40.327,
-9.6155,-18.69,13.9853,44.6669,
-18.69,13.9853,1.74956,37.3025,
13.9853,1.74956,1.21594,54.0722,
1.74956,1.21594,23.349,56.2555,
1.21594,23.349,-6.64867,57.4258,
23.349,-6.64867,-23.8022,42.796,
-6.64867,-23.8022,-7.0115,43.2365,
-23.8022,-7.0115,-7.52483,43.2365,
-7.0115,-7.52483,-7.13317,43.5411,
-7.52483,-7.13317,9.20767,19.9403,
-7.13317,9.20767,-4.40133,12.7665,
9.20767,-4.40133,-14.8367,9.96704,
-4.40133,-14.8367,-20.4625,10.4897,
-14.8367,-20.4625,3.66433,7.48495,
-20.4625,3.66433,4.36317,6.28538,
3.66433,4.36317,-2.5525,6.26663,
4.36317,-2.5525,7.15333,6.26665,
-2.5525,7.15333,-15.9615,7.59556,
7.15333,-15.9615,14.6972,8.01535,
-15.9615,14.6972,3.41102,8.01535,
14.6972,3.41102,-31.2298,8.99404,
3.41102,-31.2298,-45.0698,8.67913,
-31.2298,-45.0698,-45.3472,8.47558,
-45.0698,-45.3472,18.2085,8.0351,
-45.3472,18.2085,-11.5904,7.57394,
18.2085,-11.5904,-10.1915,6.48096,
-11.5904,-10.1915,-5.70817,14.869,
-10.1915,-5.70817,19.6818,13.1838,
-5.70817,19.6818,3.635,13.1838,
19.6818,3.635,-4.255,13.1441,
3.635,-4.255,2.02517,13.1399,
-4.255,2.02517,3.14744,12.2223,
2.02517,3.14744,25.7592,12.1939,
3.14744,25.7592,-4.05083,12.6489,
25.7592,-4.05083,-18.1737,12.6489,
-4.05083,-18.1737,8.2855,14.3255,
-18.1737,8.2855,-26.1442,14.3255,
8.2855,-26.1442,33.9267,14.3255,
-26.1442,33.9267,6.0125,14.3255,
33.9267,6.0125,15.0672,15.4655,
6.0125,15.0672,-1.64375,16.3714,
15.0672,-1.64375,3.11545,15.2983,
-1.64375,3.11545,4.3928,15.2157,
3.11545,4.3928,-5.63283,13.853,
4.3928,-5.63283,5.99383,12.4231,
-5.63283,5.99383,16.4885,5.69397,
5.99383,16.4885,-2.59567,6.04661,
16.4885,-2.59567,-13.0626,8.88931,
-2.59567,-13.0626,-2.2363,8.20959,
-13.0626,-2.2363,-19.4454,10.4544,
-2.2363,-19.4454,-18.8546,10.7028,
-19.4454,-18.8546,12.5453,10.7813,
-18.8546,12.5453,3.74583,10.6359,
12.5453,3.74583,-5.96717,10.4988,
3.74583,-5.96717,17.3885,12.2644,
-5.96717,17.3885,-12.9777,12.419,
17.3885,-12.9777,-9.3815,11.862,
-12.9777,-9.3815,2.49383,12.0387,
-9.3815,2.49383,10.4533,16.0199,
2.49383,10.4533,-8.3745,16.4078,
10.4533,-8.3745,6.911,25.7708,
-8.3745,6.911,-3.027,17.4967,
6.911,-3.027,-2.628,14.419,
-3.027,-2.628,-0.386093,12.9256,
-2.628,-0.386093,1.45847,12.0526,
-0.386093,1.45847,-10.8897,9.20721,
1.45847,-10.8897,-27.8258,12.9083,
-10.8897,-27.8258,-82.4198,13.6439,
-27.8258,-82.4198,-51.7615,12.0477,
-82.4198,-51.7615,-57.5672,10.1247,
-51.7615,-57.5672,9.747,9.41014,
-57.5672,9.747,-6.58767,9.41014,
9.747,-6.58767,-4.698,14.3721,
-6.58767,-4.698,0.4035,14.3721,
-4.698,0.4035,-6.155,14.9958,
0.4035,-6.155,-20.4772,15.1194,
-6.155,-20.4772,40.6968,17.2041,
-20.4772,40.6968,3.83583,15.0624,
40.6968,3.83583,17.1803,14.1146,
3.83583,17.1803,-4.66117,13.9057,
17.1803,-4.66117,-6.04,13.7802,
-4.66117,-6.04,-24.3937,13.6999,
-6.04,-24.3937,-4.55567,13.0965,
-24.3937,-4.55567,-17.2053,13.0965,
-4.55567,-17.2053,37.3588,13.0965,
-17.2053,37.3588,3.14167,13.0965,
37.3588,3.14167,-6.735,12.739,
3.14167,-6.735,2.83933,13.4364,
-6.735,2.83933,2.5005,13.7485,
2.83933,2.5005,-9.27167,13.3686,
2.5005,-9.27167,22.3333,13.3686,
-9.27167,22.3333,10.7638,13.4328,
22.3333,10.7638,176.714,13.7223,
10.7638,176.714,142.66,14.1549,
176.714,142.66,-3.72683,14.3837,
142.66,-3.72683,99.46,79.3243,
-3.72683,99.46,77.6338,79.3243,
99.46,77.6338,-6.827,79.3243,
77.6338,-6.827,-21.3175,83.4994,
-6.827,-21.3175,22.261,98.6382,
-21.3175,22.261,-6.70967,102.381,
22.261,-6.70967,8.25419,87.2425,
-6.70967,8.25419,-7.09802,83.6343,
8.25419,-7.09802,-5.894,83.286,
-7.09802,-5.894,3.67667,83.289,
-5.894,3.67667,0.077333,82.7409,
3.67667,0.077333,12.6397,82.7409,
0.077333,12.6397,-12.6937,82.7245,
12.6397,-12.6937,-24.6868,82.55,
-12.6937,-24.6868,-7.814,72.5489,
-24.6868,-7.814,-3.97427,74.1114,
-7.814,-3.97427,-8.42507,73.4962,
-3.97427,-8.42507,-14.1638,73.0236,
-8.42507,-14.1638,-6.30297,74.7963,
-14.1638,-6.30297,10.4975,75.3896,
-6.30297,10.4975,6.58491,76.143,
10.4975,6.58491,-10.5789,76.2325,
6.58491,-10.5789,34.8401,19.224,
-10.5789,34.8401,24.6986,19.224,
34.8401,24.6986,-36.8252,19.224,
24.6986,-36.8252,-8.86367,19.224,
-36.8252,-8.86367,4.80619,19.224,
-8.86367,4.80619,-4.77237,19.29,
4.80619,-4.77237,15.6905,19.6724,
-4.77237,15.6905,15.4934,20.1201,
15.6905,15.4934,-3.16678,20.4481,
15.4934,-3.16678,-3.32441,20.8512,
-3.16678,-3.32441,4.73949,20.8512,
-3.32441,4.73949,-9.0278,20.8512,
4.73949,-9.0278,3.20949,20.3635,
-9.0278,3.20949,-4.99005,20.3002,
3.20949,-4.99005,-12.5003,27.8673,
-4.99005,-12.5003,-27.939,28.1686,
-12.5003,-27.939,-28.2123,32.3701,
-27.939,-28.2123,16.0552,32.125,
-28.2123,16.0552,10.6871,32.125,
16.0552,10.6871,-0.015088,32.2368,
10.6871,-0.015088,-12.8075,34.8421,
-0.015088,-12.8075,31.7638,34.8421,
-12.8075,31.7638,11.8982,32.4239,
31.7638,11.8982,15.7041,32.4723,
11.8982,15.7041,-2.67246,31.0918,
15.7041,-2.67246,-29.0817,18.6076,
-2.67246,-29.0817,-3.32217,18.6076,
-29.0817,-3.32217,0.019833,23.1648,
-3.32217,0.019833,-4.48117,17.1861,
0.019833,-4.48117,-14.0298,16.9288,
-4.48117,-14.0298,-14.0065,12.8988,
-14.0298,-14.0065,-4.76717,12.5267,
-14.0065,-4.76717,20.807,10.9272,
-4.76717,20.807,19.6435,10.558,
20.807,19.6435,-16.7093,10.558,
19.6435,-16.7093,12.3005,10.4954,
-16.7093,12.3005,5.22167,2.54023,
12.3005,5.22167,-3.72183,2.72476,
5.22167,-3.72183,153.202,2.72476,
-3.72183,153.202,119.037,2.72476,
153.202,119.037,11.9797,1.91938,
119.037,11.9797,-10.5833,1.83687,
11.9797,-10.5833,3.307,8.47142,
-10.5833,3.307,4.783,9.76201,
3.307,4.783,14.8778,8.69777,
4.783,14.8778,-12.0238,8.85745,
14.8778,-12.0238,13.6782,9.57259,
-12.0238,13.6782,-12.6605,9.44706,
13.6782,-12.6605,-10.1293,9.61702,
-12.6605,-10.1293,-0.928,14.7753,
-10.1293,-0.928,1.85833,13.4847,
-0.928,1.85833,8.03367,14.0983,
1.85833,8.03367,10.7588,14.0899,
8.03367,10.7588,7.83817,25.6077,
10.7588,7.83817,1.64317,25.1853,
7.83817,1.64317,-10.1055,23.8693,
1.64317,-10.1055,14.1455,23.4423,
-10.1055,14.1455,-10.7913,23.0425,
14.1455,-10.7913,-1.95433,25.4407,
-10.7913,-1.95433,-57.0827,16.9871,
-1.95433,-57.0827,4.827,16.9925,
-57.0827,4.827,2.62517,19.739,
4.827,2.62517,-7.211,22.6457,
2.62517,-7.211,-2.01983,15.6978,
-7.211,-2.01983,12.2787,17.6408,
-2.01983,12.2787,4.12967,16.5323,
12.2787,4.12967,-7.38767,16.0086,
4.12967,-7.38767,-3.63667,15.0171,
-7.38767,-3.63667,4.19017,16.5148,
-3.63667,4.19017,34.6267,16.5152,
4.19017,34.6267,-9.13933,16.5049,
34.6267,-9.13933,-50.3482,16.5044,
-9.13933,-50.3482,-61.1117,16.5044,
-50.3482,-61.1117,-10.4677,16.5044,
-61.1117,-10.4677,-37.0923,18.408,
-10.4677,-37.0923,12.1246,22.2275,
-37.0923,12.1246,12.207,22.2275,
12.1246,12.207,1.70333,22.2275,
12.207,1.70333,-2.00133,14.042,
1.70333,-2.00133,4.1095,9.53938,
-2.00133,4.1095,-3.429,9.67511,
4.1095,-3.429,40.327,22.9162,
-3.429,40.327,-6.416,22.9162,
40.327,-6.416,9.9805,22.9162,
-6.416,9.9805,-4.943,23.3131,
9.9805,-4.943,22.9982,23.5719,
-4.943,22.9982,156.355,23.5719,
22.9982,156.355,5.82617,576.181,
156.355,5.82617,-8.23183,576.181,
5.82617,-8.23183,-16.6813,295.723,
-8.23183,-16.6813,0.194407,20.4379,
-16.6813,0.194407,7.53623,20.4379,
0.194407,7.53623,-4.07367,23.6644,
7.53623,-4.07367,10.7147,20.77,
-4.07367,10.7147,-3.15017,22.8456,
10.7147,-3.15017,-15.025,23.6,
-3.15017,-15.025,-87.7515,23.5979,
-15.025,-87.7515,-17.0592,43.4189,
-87.7515,-17.0592,29.0927,42.3351,
-17.0592,29.0927,21.6725,54.9648,
29.0927,21.6725,0.673167,54.8032,
21.6725,0.673167,8.08167,55.3427,
0.673167,8.08167,-14.3827,50.7426,
8.08167,-14.3827,-12.3498,49.0356,
-14.3827,-12.3498,7.19733,47.1192,
-12.3498,7.19733,8.81,48.1498,
7.19733,8.81,-6.38167,48.0036,
8.81,-6.38167,16.288,59.0002,
-6.38167,16.288,15.141,59.0342,
16.288,15.141,-3.50183,33.4735,
15.141,-3.50183,-5.90217,50.2323,
-3.50183,-5.90217,-35.9948,51.0144,
-5.90217,-35.9948,-1.94033,18.9156,
-35.9948,-1.94033,23.5508,18.2629,
-1.94033,23.5508,-41.68,22.668,
23.5508,-41.68,-46.5415,19.3364,
-41.68,-46.5415,-42.695,12.5457,
-46.5415,-42.695,19.2838,66.5567,
-42.695,19.2838,-3.96833,88.4487,
19.2838,-3.96833,13.1909,84.4157,
-3.96833,13.1909,26.0218,86.2453,
13.1909,26.0218,-1.5252,53.2047,
26.0218,-1.5252,-14.39,27.787,
-1.5252,-14.39,12.4487,10.7793,
-14.39,12.4487,-0.224,11.4058,
12.4487,-0.224,-22.1313,9.70586,
-0.224,-22.1313,-0.167167,15.5373,
-22.1313,-0.167167,-17.1707,15.5373,
-0.167167,-17.1707,-22.7105,16.2836,
-17.1707,-22.7105,37.1413,23.085,
-22.7105,37.1413,0.703167,47.8381,
37.1413,0.703167,11.3878,47.8362,
0.703167,11.3878,6.60483,36.43,
11.3878,6.60483,51.2692,36.43,
6.60483,51.2692,-14.9782,40.1765,
51.2692,-14.9782,-0.390833,39.3181,
-14.9782,-0.390833,-2.5225,39.4914,
-0.390833,-2.5225,1.26067,13.7205,
-2.5225,1.26067,17.0891,15.1054,
1.26067,17.0891,-9.97046,11.4277,
17.0891,-9.97046,0.302,13.8993,
-9.97046,0.302,4.21067,16.0818,
0.302,4.21067,-3.28517,16.5738,
4.21067,-3.28517,11.8906,17.6173,
-3.28517,11.8906,10.3342,18.1447,
11.8906,10.3342,-1.79783,19.7551,
10.3342,-1.79783,-14.4178,19.7984,
-1.79783,-14.4178,7.0355,18.4848,
-14.4178,7.0355,8.64643,18.426,
7.0355,8.64643,5.4144,19.9881,
8.64643,5.4144,1.233,20.3005,
5.4144,1.233,-10.7712,19.6001,
1.233,-10.7712,0.409,18.6801,
-10.7712,0.409,-3.72883,18.1674,
0.409,-3.72883,-5.0755,17.9186,
-3.72883,-5.0755,2.28867,13.997,
-5.0755,2.28867,1.84271,10.5925,
2.28867,1.84271,-9.11571,9.61122,
1.84271,-9.11571,-37.6769,9.5271,
-9.11571,-37.6769,24.2396,9.5271,
-37.6769,24.2396,1.82905,8.15968,
24.2396,1.82905,-0.569448,12.5048,
1.82905,-0.569448,-12.0961,12.5048,
-0.569448,-12.0961,-6.08929,9.73498,
-12.0961,-6.08929,7.75781,9.55462,
-6.08929,7.75781,-18.5396,9.66295,
7.75781,-18.5396,3.70067,10.6616,
-18.5396,3.70067,5.9955,10.6268,
3.70067,5.9955,152.296,10.6268,
5.9955,152.296,61.6433,7.72394,
152.296,61.6433,-15.341,7.72394,
61.6433,-15.341,-5.53013,7.72394,
-15.341,-5.53013,-1.65904,4.70192,
-5.53013,-1.65904,-12.3508,5.26378,
-1.65904,-12.3508,12.1838,5.06557,
-12.3508,12.1838,0.292,5.04308,
12.1838,0.292,2.48217,4.99784,
0.292,2.48217,-0.156,5.14433,
2.48217,-0.156,-1.03179,5.14433,
-0.156,-1.03179,-4.55804,4.22087,
-1.03179,-4.55804,-2.7995,4.59687,
-4.55804,-2.7995,10.123,4.89773,
-2.7995,10.123,-0.876833,6.414,
10.123,-0.876833,0.996167,6.41136,
-0.876833,0.996167,17.1432,6.41136,
0.996167,17.1432,-5.5093,6.41136,
17.1432,-5.5093,0.453699,6.41136,
-5.5093,0.453699,1.66509,7.36931,
0.453699,1.66509,1.20482,6.71792,
1.66509,1.20482,9.03851,6.73987,
1.20482,9.03851,-15.1544,5.63782,
9.03851,-15.1544,2.97628,5.99355,
-15.1544,2.97628,-41.6456,7.86281,
2.97628,-41.6456,7.66576,8.03017,
-41.6456,7.66576,-11.7288,7.91407,
7.66576,-11.7288,-2.19467,6.82769,
-11.7288,-2.19467,7.73017,7.70291,
-2.19467,7.73017,-3.40283,5.35418,
7.73017,-3.40283,-7.46967,4.47217,
-3.40283,-7.46967,14.193,4.37889,
-7.46967,14.193,4.10362,4.37889,
14.193,4.10362,7.9045,4.37873,
4.10362,7.9045,-26.5623,5.54954,
7.9045,-26.5623,-5.0215,5.63004,
-26.5623,-5.0215,16.2972,5.70585,
-5.0215,16.2972,4.7335,4.74134,
16.2972,4.7335,5.77883,5.19679,
4.7335,5.77883,1.01833,5.2313,
5.77883,1.01833,0.259,5.23168,
1.01833,0.259,-19.8878,4.29869,
0.259,-19.8878,-5.28883,4.29869,
-19.8878,-5.28883,-0.211333,4.20499,
-5.28883,-0.211333,7.24517,4.17757,
-0.211333,7.24517,-5.42667,5.3022,
7.24517,-5.42667,2.025,3.63731,
-5.42667,2.025,19.1505,3.63731,
2.025,19.1505,-46.0843,3.50419,
19.1505,-46.0843,-10.6019,2.18104,
-46.0843,-10.6019,1.20527,2.18104,
-10.6019,1.20527,-16.8722,2.18104,
1.20527,-16.8722,-4.67267,2.18104,
-16.8722,-4.67267,-0.273,2.18104,
-4.67267,-0.273,-3.44717,2.23409,
-0.273,-3.44717,-40.0627,0.915683,
-3.44717,-40.0627,1.63817,0.759736,
-40.0627,1.63817,3.85236,0.759736,
1.63817,3.85236,-76.2939,0.759736,
3.85236,-76.2939,-71.1393,1.04484,
-76.2939,-71.1393,-37.6985,1.4223,
-71.1393,-37.6985,-53.2565,1.04802,
-37.6985,-53.2565,14.5788,29.2464,
-53.2565,14.5788,-11.1973,29.3623,
14.5788,-11.1973,8.812,29.6838,
-11.1973,8.812,3.10833,30.124,
8.812,3.10833,-18.1252,32.5228,
3.10833,-18.1252,11.8765,36.3018,
-18.1252,11.8765,-4.21233,35.6091,
11.8765,-4.21233,13.0598,36.1286,
-4.21233,13.0598,7.162,37.6023,
13.0598,7.162,-16.2302,36.3901,
7.162,-16.2302,-50.4425,34.9373,
-16.2302,-50.4425,39.6895,34.8463,
-50.4425,39.6895,13.485,34.8463,
39.6895,13.485,-8.66902,33.2304,
13.485,-8.66902,-7.62765,33.3129,
-8.66902,-7.62765,-15.8663,33.1778,
-7.62765,-15.8663,-13.1958,35.7595,
-15.8663,-13.1958,-16.1562,35.2814,
-13.1958,-16.1562,20.6257,39.7828,
-16.1562,20.6257,24.042,37.878,
20.6257,24.042,-12.8485,37.8723,
24.042,-12.8485,-6.96083,38.0806,
-12.8485,-6.96083,27.057,42.0605,
-6.96083,27.057,-1.243,42.0605,
27.057,-1.243,10.179,34.722,
-1.243,10.179,-15.7686,35.7097,
10.179,-15.7686,0.524904,42.9862,
-15.7686,0.524904,-16.0758,43.0324,
0.524904,-16.0758,11.3013,41.6753,
-16.0758,11.3013,-7.79532,43.8743,
11.3013,-7.79532,-13.5363,53.3147,
-7.79532,-13.5363,24.034,56.0043,
-13.5363,24.034,2.65933,59.3883,
24.034,2.65933,7.64017,56.9043,
2.65933,7.64017,5.334,57.3202,
7.64017,5.334,-10.1902,55.1607,
5.334,-10.1902,-9.94767,43.8323,
-10.1902,-9.94767,-28.9807,44.0131,
-9.94767,-28.9807,10.382,33.9159,
-28.9807,10.382,-0.756686,30.6336,
10.382,-0.756686,-12.3391,30.0621,
-0.756686,-12.3391,-59.94,30.0559,
-12.3391,-59.94,-77.539,48.8917,
-59.94,-77.539,-3.9115,48.7302,
-77.539,-3.9115,10.4427,47.9348,
-3.9115,10.4427,-15.5885,55.2079,
10.4427,-15.5885,-8.63817,55.45,
-15.5885,-8.63817,13.2347,60.2852,
-8.63817,13.2347,-2.9,55.9575,
13.2347,-2.9,6.30167,25.7799,
-2.9,6.30167,-9.53417,18.0067,
6.30167,-9.53417,8.92267,16.9044,
-9.53417,8.92267,-2.5725,16.9044,
8.92267,-2.5725,-3.92953,10.8179,
-2.5725,-3.92953,-9.5578,10.4889,
-3.92953,-9.5578,9.24644,10.343,
-9.5578,9.24644,-8.14878,10.4436,
9.24644,-8.14878,-9.231,9.95575,
-8.14878,-9.231,-14.7922,10.8727,
-9.231,-14.7922,101.666,13.7279,
-14.7922,101.666,-4.73,13.7279,
101.666,-4.73,0.632723,13.7279,
-4.73,0.632723,5.17378,17.8848,
0.632723,5.17378,1.13826,14.721,
5.17378,1.13826,-4.19559,14.5835,
1.13826,-4.19559,-8.08833,14.1069,
-4.19559,-8.08833,5.7585,14.1069,
-8.08833,5.7585,-0.826333,14.3888,
5.7585,-0.826333,-2.75683,10.2601,
-0.826333,-2.75683,0.126,8.71244,
-2.75683,0.126,4.94801,8.71496,
0.126,4.94801,12.237,8.71611,
4.94801,12.237,-4.1575,9.1224,
12.237,-4.1575,-2.03567,8.20203,
-4.1575,-2.03567,3.23754,8.20203,
-2.03567,3.23754,0.984348,8.06199,
3.23754,0.984348,8.66178,5.2443,
0.984348,8.66178,6.6875,4.53034,
8.66178,6.6875,-72.8007,4.20776,
6.6875,-72.8007,-13.7908,5.17568,
-72.8007,-13.7908,19.1921,5.94307,
-13.7908,19.1921,5.47389,5.94307,
19.1921,5.47389,3.33783,5.94307,
5.47389,3.33783,31.183,5.94307,
3.33783,31.183,6.63183,5.9359,
31.183,6.63183,-17.0653,4.72917,
6.63183,-17.0653,-16.3763,4.27095,
-17.0653,-16.3763,3.54608,22.0786,
-16.3763,3.54608,5.16459,30.8714,
3.54608,5.16459,-1.37098,31.1262,
5.16459,-1.37098,-4.54343,31.1262,
-1.37098,-4.54343,-2.62207,25.8874,
-4.54343,-2.62207,-14.7975,13.4774,
-2.62207,-14.7975,9.17217,4.32588,
-14.7975,9.17217,22.1338,4.32588,
9.17217,22.1338,6.33867,4.688,
22.1338,6.33867,-5.57181,4.688,
6.33867,-5.57181,6.80797,4.24261,
-5.57181,6.80797,-5.53717,4.17113,
6.80797,-5.53717,27.117,2.92414,
-5.53717,27.117,1.53879,6.50424,
27.117,1.53879,-12.4111,6.33518,
1.53879,-12.4111,-3.96362,7.03783,
-12.4111,-3.96362,19.2355,7.05421,
-3.96362,19.2355,3.75897,2.33759,
19.2355,3.75897,-5.82651,2.33759,
3.75897,-5.82651,-8.70429,2.38365,
-5.82651,-8.70429,-5.76085,2.99846,
-8.70429,-5.76085,-9.27323,2.64093,
-5.76085,-9.27323,4.49643,2.64093,
-9.27323,4.49643,3.61603,2.89944,
4.49643,3.61603,14.8365,2.89944,
3.61603,14.8365,8.07634,5.28431,
14.8365,8.07634,6.69536,6.34517,
8.07634,6.69536,-4.8449,5.28643,
6.69536,-4.8449,18.9388,3.99612,
-4.8449,18.9388,20.8737,4.94292,
18.9388,20.8737,16.7268,4.94292,
20.8737,16.7268,19.9875,5.38768,
16.7268,19.9875,-5.53242,6.99356,
19.9875,-5.53242,-0.343347,6.71774,
-5.53242,-0.343347,2.71792,8.02518,
-0.343347,2.71792,14.5076,7.97222,
2.71792,14.5076,14.7061,9.29235,
14.5076,14.7061,-4.11777,7.97516,
14.7061,-4.11777,-10.875,8.99949,
-4.11777,-10.875,3.29593,9.07384,
-10.875,3.29593,1.08255,11.0569,
3.29593,1.08255,14.6674,11.0569,
1.08255,14.6674,-12.1433,11.2139,
14.6674,-12.1433,-12.2735,11.2139,
-12.1433,-12.2735,3.20521,11.1423,
-12.2735,3.20521,-8.27945,14.3009,
3.20521,-8.27945,-5.76055,14.3009,
-8.27945,-5.76055,12.8453,13.0835,
-5.76055,12.8453,-6.45936,17.9712,
12.8453,-6.45936,11.557,19.4486,
-6.45936,11.557,5.6485,13.4895,
11.557,5.6485,-11.0545,11.8326,
5.6485,-11.0545,9.09433,14.6674,
